iter	Logloss
342	0.2798484654
343	0.2797296444
344	0.2796066995
345	0.2795010147
346	0.2793738404
347	0.2792938965
348	0.2792010983
349	0.2790336702
350	0.2788801555
351	0.2787889009
352	0.2786465397
353	0.2785660951
354	0.2784507002
355	0.2782901914
356	0.2781795334
357	0.2780397507
358	0.277955285
359	0.2778593725
360	0.2777177501
361	0.2775548918
362	0.2774826131
363	0.2773844545
364	0.2772810872
365	0.277111882
366	0.2769593698
367	0.2768255069
368	0.2767541105
369	0.2766392887
370	0.2765393499
371	0.2764381932
372	0.2763630625
373	0.2761456504
374	0.2760611337
375	0.2758989803
376	0.2757854343
377	0.2757000777
378	0.2755936263
379	0.2754935471
380	0.2753854743
381	0.2752950599
382	0.2751437323
383	0.2750488127
384	0.2749204494
385	0.2748562688
386	0.2747734644
387	0.2746151358
388	0.2745539564
389	0.2744532988
390	0.2743767889
391	0.2742124184
392	0.2741455462
393	0.2740643666
394	0.2739797412
395	0.2738913234
396	0.2737808675
397	0.2736729176
398	0.2735790664
399	0.2734438646
400	0.2733373849
401	0.2732394484
402	0.2731186821
403	0.273014452
404	0.2729037331
405	0.2728084096
406	0.2727116185
407	0.2725988848
408	0.2725018552
409	0.2724074415
410	0.2722677408
411	0.2722145203
412	0.2721286598
413	0.2720298588
414	0.2719373065
415	0.271853937
416	0.2717244366
417	0.2716321017
418	0.2714879995
419	0.271403786
420	0.2712919615
421	0.2711932933
422	0.2710737105
423	0.2708940944
424	0.2707804799
425	0.2706566584
426	0.2705140627
427	0.2703716789
428	0.2703106001
429	0.2701386422
430	0.2700218777
431	0.2699264046
432	0.2697968035
433	0.2697189669
434	0.2695986352
435	0.2695447299
436	0.2694532372
437	0.2693590317
438	0.269307702
439	0.2692539287
440	0.2691554165
441	0.2690663839
442	0.2689638793
443	0.2688800375
444	0.2687430908
445	0.2686060971
446	0.2684944596
447	0.2684436631
448	0.2683461866
449	0.2682061096
450	0.2680801045
451	0.2679544761
452	0.2678668197
453	0.2677295933
454	0.2676405151
455	0.2675617116
456	0.2674692085
457	0.267344822
458	0.2672741077
459	0.2671553513
460	0.2670974363
461	0.2670097802
462	0.2670029356
463	0.2669159321
464	0.2668061656
465	0.2667407861
466	0.2666810387
467	0.2665586753
468	0.2665076864
469	0.2663514376
470	0.2662852207
471	0.2662401751
472	0.266149872
473	0.2660421209
474	0.265950411
475	0.2658471175
476	0.265718032
477	0.2656370429
478	0.2655632588
479	0.2654767883
480	0.2653774991
481	0.2652788266
482	0.2651366629
483	0.2650485865
484	0.264918826
485	0.2648244908
486	0.2647881244
487	0.2646405066
488	0.2645453224
489	0.2644628422
490	0.2643496223
491	0.2642216412
492	0.2640818999
493	0.2640232808
494	0.2640185585
495	0.2639240886
496	0.2638397558
497	0.2637530166
498	0.263655005
499	0.2635818854
500	0.2635291411
501	0.2634344384
502	0.2633328329
503	0.2632257941
504	0.2630344508
505	0.2629168704
506	0.2628147525
507	0.2626912231
508	0.2626450762
509	0.2625639711
510	0.2625202513
511	0.2623946802
512	0.2622796138
513	0.2621994553
514	0.2621161154
515	0.2620321256
516	0.2619052975
517	0.2617373724
518	0.2615717887
519	0.2614487541
520	0.2613876417
521	0.2613281785
522	0.2612278048
523	0.2610613539
524	0.2609508211
525	0.260855611
526	0.260796915
527	0.2607319974
528	0.2606258762
529	0.2605378155
530	0.2604616389
531	0.2603479317
532	0.2602997275
533	0.2601641048
534	0.2600636108
535	0.2600000597
536	0.259863777
537	0.2597603435
538	0.2596491832
539	0.2595508646
540	0.2594815503
541	0.2593931539
542	0.2592963142
543	0.259197663
544	0.2590844025
545	0.2589953944
546	0.2589185792
547	0.2588119377
548	0.2587484522
549	0.2587001968
550	0.2586502662
551	0.2585304657
552	0.258422458
553	0.2583247574
554	0.2581566965
555	0.2580845799
556	0.257971013
557	0.2578465916
558	0.2578000803
559	0.2576511611
560	0.2575994664
561	0.2575247773
562	0.2574210911
563	0.2573354494
564	0.2572656978
565	0.2571556805
566	0.2570381392
567	0.2569523063
568	0.2567970204
569	0.2566992391
570	0.2566459276
571	0.2565033434
572	0.2564292056
573	0.2563340947
574	0.2562101093
575	0.2561121816
576	0.2560373789
577	0.2559461557
578	0.2558896174
579	0.2557782333
580	0.2556901746
581	0.2556317741
582	0.255562409
583	0.2554865708
584	0.2553618838
585	0.2552657845
586	0.2551643655
587	0.2550910634
588	0.2549564139
589	0.2548712924
590	0.2547761742
591	0.2546352979
592	0.2545607117
593	0.2544495438
594	0.254321091
595	0.2542003178
596	0.2541283078
597	0.2541196658
598	0.2540247855
599	0.2539547463
600	0.2538726943
601	0.2538117788
602	0.253750406
